id,tweet,label
6728,"The negro is for White genocide , and I have nothing for the negro , not even sympathy in any way .",1
313,One school that stood out was an elementary schoolI was sent to that was 100 % black .,0
8612,YouTube - Black kid sets teacher on fire .,0
8450,"I had a few problems too but then again I had a few problems with some of us Irish as well , so ca n't complain",0
118,Yeah they are buying a lot of houses around my area to probz so they can house there massive inbred family when they come over to the UK .,1
2022,"I find that surprising , since Finland after all once conquered Sweden , and ockupied it for several hundred years .",0
10579,Check out this interview : http://findarticles.com/p/articles/m ... _ 7576181/pg _ 5/,0
6483,throw me a message as well folks .,0
7310,Does he know what `` infringed '' means ?,0
2034,I think white pride world wide works just fine But i am a white supremacist so it suits me to the tee,0
3418,"www.thomasaquinas.edu University of Dallas , Irving , Texas http://acad.udallas.edu Washington and Lee University , Lexington , Va.",0
2856,Just keep your eyes open because you 'll find friends in the places you least expect .,0
9276,Maybe the Centre spent all their money buying Nogger Black ice cream to keep people away from seeing this awful racist product 100,0
4403,So happy you remind me this I have a little altar portraying a bronze buste of Beethoven on my bedside table along with one of Wagner ( he was Beethovenian fan too ),0
1219,"Obama has membership in Prince Hall ( for blacks ) lodge and will become the next president , according to this guy : [ youtube = http://www.youtube.com/watch ? v = _ nLfRsReGII ] Zagami [ /youtube ]",0
8847,"Karina Sorensen is a member of the Danish Peoples Party , a pro-Danish heritage party .",0
4800,"Great thread and welcome to the South.So glad you left that crumbling state of California.North Ga , Tenn. , and N. Alabama are wonderful places to be among our own people .",0
3881,"I would like to finish this tree for posterity , so what about these terms ?",0
9838,I would' nt even consider these knackers/pykies as Irish as they have no respect for their race or loyalty to Ireland and should be put down like the dogs they are .,1
2510,The Church of Ireland Archbishop of Dublin has called for an amnesty for immigrants who have been in Ireland for five years or more without their status being resolved .,0
6226,"But that reminds me , Harry Potter was finally released in ebook .",0
7912,Hi everyone .... I 'm from Slovenia and I utterly hate every living muslim in this world ....... and I despise even the dead ones,1
9019,Don't think you supremacists would ever be able to build up the force of resistance that Irish Republicans did mate .,0
5186,Because there were already two other threads on it .,0
3678,Since I will be posting with the default text in the future you no longer have any reason to hate me .,0
5050,Can any Swedish comrades tell me about them ?,0
4184,My great grand dad was Lord of the Manor in Warborough ( Oxfordshire ) .,0
177,"On the basis of this and the PM 's forwarded to me , you will take a week off to calm down .",0
1643,The rich who talk of class warfare are the very ones who engineer it and try and convince the poor to attack the middle working class .,0
9948,The Bear Sterns Report on Illegal Immigration Stormfront National Vanguard David Duke American Renaissance,0
3781,Guess what I got for new years .,0
8866,Yeah.,0
1374,I plan to work donig that for a few years then it 's off to med school .,0
1720,If anyone can tell what happened on this lake ?,0
8536,"People will say that the disease we brought killed most of them , but huge numbers of them died of an unknown disease before Columbus came into contact with them .",0
4626,"quote: -------------------------------------------------------------------------------- Originally posted by Draco Nah G , Iz bee outta dat wigga sheot like a million mutha * * * * in years ago , nameen ?",0
2264,Thank You .,0
87,I have seen young white girl 's and boy 's acting like blacks with their baggy pant 's and their hip hop .,0
7661,More racist violence by blacks - this time the victim was a Chinese man : YouTube - Racist Blacks beat a Chinese man to death,0
3382,Do they say they dont care ?,0
6119,Or another type :,0
9302,An good education is allot but not everything .,0
403,It is based on the Sven Hassel story of the same name - www.stormfront.org/forum/t1103833/,0
7388,"That is about as cheap and low as I 've seen it around here , your task is so transparent as to be laughable .",0
3350,that is absolutely * * * * ing unbelievable.they can just go route one now.no more messing about going through europe.in bongo land one minute jump on the plane and 5 hours later hop off the plane with the biggest negro smile and shout ASYLUM.i am totally depressed hearing this,1
8922,This is from the back-file at Stormfront 's Advanced Scout forum which is solely devoted to promoting the Pioneer Litte Europe strategy .,0
6651,Getting to the heart of a matter works as well .,0
7703,"I always thought it was be fun to put on a minstrel show , a little entertainment showing things how they really are without black/jew/fag involvment . . if it ever gets put together i 'll be sure to tape and and pass it around for all to enjoy",1
7881,So... are you telling me that your proof of your 10 % black London population claim is based on the possible artistic license of painters of London sceneries ?,0
7547,I've seen those walls in Cuzco .,0
6661,Every white person from Michigan knows that our Detroit negros are the worst in America .,1
2456,Can you imagine the hell this young girl went through and for how long .,0
3668,Will Obama Declare Martial Law Before 2016 ? : Freedom Outpost,0
2214,"Dr. Duke , if we are ever able to form a white nation ( God willing we will ) I hope you will become our president .",0
1027,Asians are fairly well mannered and intelligent and easier for most whites to get along with .,0
10387,We have a National party in Canada they are just not that recognized yet. check out Nationalist Party of Canada and support !,0
1421,"Usually go to Lake Michigan Beach , MI .",0
2436,Without us they would still be living in mud huts with sharpened sticks .,1
7931,I go into town and put resistance.com buisness cards in public libraries and give them out on the street to various people that have a white complexion .,0
6412,Only thing now is they have to go get their skin dyed .,0
9729,Variety is always better than putting all your eggs in one basket .,0
1278,What makes it suck are the Jews that run it and the Blacks that play in it .,1
5019,It was built by a contractor in New England .,0
5391,This should n't surprise anyone .,0
2760,Look at these pictures .,0
6482,Agreed.,0
5853,It is the spiritual awakening as I says stupid !,0
9116,"Ya, and they kind of missed the fact that he is going to inner city schools teaching the monkeys how to better kick your white butt !",1
1978,Looked like it was 6 inches tall ; but I saw it .,0
1061,ive looked into classes on gunsmithing i can do basic things but i just dont have every tool for every gun on the market. and if it ever comes down to dooms day we are gonna need a good smithy,0
1425,Photoshop by enemies is a theory that makes a lot of sense .,0
5236,The headline brings to mind an old joke ; I have bad news and good news for ya .,0
8054,"More Negro rioting , this time at a Black Panther Party rally : YouTube - NYPD Vs Black People , ( Macon st riot ) YouTube - NBPP vs NYPD",0
5289,the most official report put out on the number of deaths in those camps was the report by the Red Cross .,0
1502,"Nevermind, found the new page Knew it had to be a groid .... any report of rape ?",1
10425,I guess I would be destined for the gas chambers .,1
9170,"I wish people would spend more time reading his books or even watching his videos , instead of the watching the garbage on television or listening to these radio talks shows .",0
7053,Mexicans are real prone to diabetes and I want to help them get to Hell as soon as possible .,1
4618,http://www.peroutka2004.com/schedule ... w & event _ id = 259,0
9187,Education is the only way to beat this ..,0
5680,"i've seen it , the whole thing and i remember the part where he started to talk about BLACK MALES and showed a bunch of these news clips saying `` the suspect is a black male '' etc. acting like we are suppose to feel sorry for them and they are all innocent. and like you said , i don`t think one black person was interviewed ...",0
678,Nobody on here ' idolizes the IRA ' .,0
2577,Crippin nigga .,1
7387,"Elmira, N.Y.",0
3098,The reason they are killing themselves is because our weak liberal goverment are too afraid to make them do any sort of training ..,0
8645,I will say I love God as much as I like .,0
8448,"i live in the bay area and have no car and barely any money to my name. i want to join the fight. if anyone is going from around here or can get me there , please pm me .",0
3660,In BB .,0
4459,"Whether you get along well with the people is irrelevant , and it 's even worse if you get along with them on a personal level because you will express yourself less to avoid offending them .",0
102,Same with basketball and baseball .,0
957,How you going to get out this time ?,0
9144,History Today had a good write up about it.They pointed out that the left wing writers and historians have twisted the actual events to their favour .,0
8031,"I just need to turn on a tv and I see it advertised everywhere , mostly African apes with attractive white woman .",1
6571,"When I was last time in South Africa , we went to Sun City and saw little black monkey children swimming , funniest thing was watching drying water off their faces , it looks exactly like baboon or something , way they do it , whites have certain mannerisms with doing things , they have completely ape-like ones .",1
1070,Ohio in general looks to be in bad shape .,0
8869,Tiger woods was her example and a few others .,0
2688,She is white .,0
3524,Thanks for the tip // lila,0
6920,Evidence?,0
9923,She 'll smell of it for a while then it 'll be gone in a matter of seconds .,0
3392,"Please , Ireland , do n't replicate the demographics of London in th Emerald Isle .",0
6794,"I must say , the younger guy sure keeps this gal young and fit .",0
3780,I've often pointed out that negroes are more stupid than I can even imagine if they actually think they 're gonna win any race war .,1
3282,I think Casablanca and Gone With The Wind are horrible movies and that The Sound Of Music is one of the most annoying things ever put to film .,0
5170,Cheaper too .,0
8642,"You make it sound so romantic , more like a bunch of sickos sacrificing a child in pennance for the sins they have commited over the last year so they can start a new year of muder and robbery with a clean conscience .",0
418,178 black teachers in Apelanta conspired and changed black student 's test answers to help them pass state exams .,0
9668,Thanks for the kind words in a pm .,0
4770,"I was wondering if there is any sort of interest among nordic nationalists or any organizations which promote the unification of Norway , Sweden , Denmark and Iceland ?",0
4002,"Well, I have a few hundred bookmarked - but here 's a few that I 've looked at more than once or twice : This website has free curriculum and good advice : http://bringinguplearners.com/Iusethisoneallthetimeforplanning:http://donnayoung.org/Ifyouwishtoaddanewelementtoyourhomeschool:http://www.teachwithmovies.org/index.html Happy learning !",0
1947,Agreed.,0
2318,Live music and dancing .,0
10200,Definitely going to do that !,0
2299,It contradicts his statement that races dont exist .,0
5231,"This one is within jogging distance : Police Shoot , Kill NY Fugitive In Jax Man Shot Several Times In Hail Of Gunfire POSTED : Friday , February 11 , 2011 JACKSONVILLE , Fla.",0
5234,I remember my first job was in a window factory and I was one of the few whites working there .,0
6286,How about native americans ?,0
208,"I would like to have a gun to carry for self defence , but have not done so , as should the gun be found on my person by authorities then gaol would be the outcome .",0
3912,"When there , have many children .",0
9532,"Its only 3300 miles , that s not so bad. >",0
6433,At the end of the day news such as this is what truly counts - not the ignorant and twisted opinions of street punks .,0
528,I'm back and I hope that Teárlach is too or at least that JJT brave enugh to tell me who did it .,0
1233,"I just meant in the US generally , whether it turns out he 's a friend or not my first instinct is always to help one of my own if they 're being attacked .",0
779,"It never ends well , especially if the boy loses .",0
722,You counter your own post with your own words you f * * * * * g idiot,0
5758,Yes! hatred of the English is very real and it 's not going to get better any time soon .,0
10207,A very warm welcome to you from us all at SF Britain .,0
6992,The electric Jew and Sports happened to appease the masses of White people .,0
1860,Watch the full program at http://www.pbs.org/wgbh/pages/frontline/the-confessions Interrogation or child abuse ?,0
9023,Don't bother .,0
10234,I was born in Rhodesia mother was n't full blown african whale my father was of portugese descent .,0
3753,More on Jamaica YouTube - Fighting rages in Jamaica Notice that this video was made by Al-Jazera Major Chimpout Warning !,0
4708,The blacks and browns are detroying sweden and nobody does anything about it ! : madex : madex : madex,1
1992,com/watch ? v = kBD6Gm6VoDM Then watch 8 min. Obama at AIPAC @ youtube .,0
2332,I 'm going off to college in about 6 months and i 'm wondering how you college guys prepared for it/payed for it. any tips ?,0
5927,Mam and Dad 's side both Irish .,0
9713,The Brown and Black filth are starting to creep into Orillia and Midland sadly .,1
6134,Im sure they all hear great things about Ireland and there more than welcome to come over here ...,0
7854,"Not that it matters much cause you will still be pushed up against those wonderful minorities everywhere you go , and our children will go to schools where they are in the majority .",0
3459,Always a need to keep the military spear sharp .,0
3724,WhiteUtopian,0
2471,Overpenetration IS a serious concern .,0
5819,Just lay of the crack and ecstasy .,0
5425,"To call them a civil rights organization without questions , you minus well call evil , good .",0
5354,"sounds like your trying to give her your life story when you first meet , that will come in time , just have fun man",0
9931,That is tall for a lassigie .,0
1396,Agreed.,0
1489,Suspect also linked to 2009 murder rape case ..,0
5399,"Here is the Haiti story for the negro sock puppet , posted for the umteenth time Dr William Pierce The Island Paradise of Haiti - YouTube",0
2884,The `` big boy toy '' is an English built Moore and Harris caplock double in .69/12g.,0
7360,The whole administration of UCLA should be prosecuted as accomplices to every crime committed by quota students and unqualified foreign students whom they wrongly let in .,0
1042,As do blacks .,0
4411,Break them up .,1
573,Why should we try to civilize that which cannot be domesticated or civil ?,1
8928,I m just over on the other side of the country .,0
257,You've walked right into it again .,0
8166,"Too many libtards , I would n't waste my time there .",1
8290,i have never been noticed in a crowd for my tattoos.i have never seen anyone walking in a crowd just looking and concentrating on people with tattoos .,0
9225,All of those things you list are personal reasons .,0
8573,The only thing holding us back are our traitors and the 40billion anti-european people of the earth that flourished on our technology .,0
2835,And there you have it .,0
10466,Thank you for the update .,0
2089,I had never even heard of Stormfront until the night I found it and joined .,0
702,Williams has friends who live across the hall from the victims ..,0
9034,Holding up signs that say `` God hates fags '' is a bit much .,0
503,"Three of the four suspects in the death of a 12-year-old Moore County girl were repeat offenders , free on probation .",0
5022,#NAME?,0
9478,I'll ask you cuz you 're the fanboy I mean ' expert ' ...,0
1345,Perhaps this person would care to use the PM facility and let others know how happy he/she is to join WS .,0
6507,http://whale.to/c/jeff_gates1.html Here 's what I mean when currently WN have to operate under Moscow Rules .,0
5831,KOGO 's online radio software is blocked by many of these blockers .,0
2248,"I guess it 's a good thing we did n't let any walk on the moon , heaven knows what would have happenned to it .",0
7402,"Rüütel , which is here [ in Iceland ] on a public visit with his wife , Indgrid Rüütel , said furthermore tat alot of fear had been of Soviets using military force after their decloration of independance .",0
4382,But this just is n't the greatest movement for romantics to join .,0
372,i used to post on here a few years back as kruger but for some reason i cant register with that name so here goes with the new one 88 to all i know and to those i will meet,0
9039,Take care .,0
8568,Hiring someone from this website should ensure we do n't hire undesirables .,1
2006,"Contact me , we 'll have a holiday ... - cheers .",0
5955,"Yes and unfortunately the Mayans were eating it well over 1,500 years ago !",0
9395,I think it 's quite ironic that they want to ban the burkha when they look like they are dressed in them themselves .,0
4656,You should check it out .,0
10587,I feel like athletic whites do not have enough kids because when you have a lot of brothers it forces you to fight your way to the top .,0
1459,All of these victims can be found here on STORMFRONT .,0
10268,"Another reason it might say so in the Census is because whites like me refused to fill out the census , to deliberately help skew it towards whinorities .",0
2102,You should try the same thing where you are at and build things up there,0
997,But the truth is he needs a boot party and take our flag back thank you very much .,0
8765,Never Enough - YouTube FPV Hexakopter flight over the base village of Whitefish Mountain Ski Resort .,0
9890,CYF First World Status,0
1176,Excellent Article !! * * * * * Why Were n't They In Jail ?,0
10369,I still want to know what you have accomplished ?,0
551,It can cause rage .,0
744,"Negroes also do n't know how to clean guns or care about cleaning guns or gunsmithing , which will catch up to them .",0
3298,"I'm from Riverside , but my Gf lives in San Diego .. so i 'm down there a couple of times a week Welcome to StormFront , Sister .",0
6437,We have too many foreigners in our country and i fear for the future of all English people .,1
3497,www.borderwatch.us/camp.htm http://sandiego.indymedia.org/en/2005/07/109826.shtmlhttp://sandiego.indymedia.org/en/2005/07/109855.shtmlhttp://www.saveourstate.org/forums/i ... topic = 3596 & hl =,0
8729,^ ... And I now have a new contender for the top space on my list of traitors to be hung when Europe awakens .,0
6512,"Inside Cologne Catherdral Paris Opera House Peterhoff Palace St. Petersburg , Russia Palace at Versailles",0
4099,Our brothers & sisters in SA must stand their ground because they have earned through the blood and sweat of their ancestors .,0
6848,Now I watch no TV at all .,0
9705,I bet this Negro is planning for an insanity defense and he may just get it .,0
7893,I would of never in a thousand years think that Ireland would allow nonwhites in there country they seemed to love there race alot .,0
8469,"Im living in Burnaby , all i see is Chinamen everywhere ... what happened to the great colony built by the British Empire ?",1
8438,Neanderthals are classified either as a human species or a human subspecies based upon which scientist you 're talking to .,0
8327,"I spend a huge amount of time playing with my daughter , reading to her , teaching her to read `` Hop on Pop '' among others , etc ..",0
6535,2508,0
6196,"evening all , i 've lurkin around for some time reading threads , etc .",0
6301,1900 's i mean,0
5753,ZOG is getting rid of every White-dominated area in the world .,1
5593,Really ?,0
693,"Unfortunately , this is the country of multiculturalism .",0
2533,But who knows ?,0
5226,"I bet quiet a few white 's or black 's in Zimbawee , think `` Ape '' or `` Gorilla '' .",0
3443,McCourt the brother of that lier who wrote that book full of lies is running on a gay anti war platform in New York.From a video of his speech the Limerick blogger has it on youtube .,0
982,I 've also noticed that lazy whites tend to side with them too .,0
4094,"2.0 ) * Does contain alot of profanity , so you have been forewarned *",0
7782,"I just want to see all the styles of clothes , how they wear them , etc .",0
79,I want to show them this thread .,0
4700,Well good for you .,0
91,From Norway to the Fareo Islands and then onto Iceland .,0
7487,That and a 100 mile wide free fire zone ought to do the trick .,0
2266,That is good news When i was in Norge ..,0
5269,John Taylor Gatto - 01 The Elite Private Boarding Schools ( I 've tried everything to get this YouTube video to imbed in this post .,0
4317,Most weeks I see him 2 whole days and 1 or 2 nights per week I drive over and take him out to do something,0
9004,"Nevertheless , Regency and Victorian era reports abound of dogs who wasted away at their master s graves , cats who refused to eat or drink upon the death of their mistress , and even a pet monkey who committed suicide .",0
261,UK July 2009 .,0
2142,In late June early July with friends and family ..,0
3337,O sister if you want to talk to a brother I 'm here pm me if you want. dont give up sister you well find what your looking for 88 stand tall and be proud to be a ARYAN WOMAN and sister 88 Goldenboy GODS RACE and NATIONS,0
7277,At least she goes to church now LOL,0
2268,I thought Bono and Clooney were picking up the tab for Africa ??,0
445,you should' t say that white are more intelligent than blacks as i am a black neurosurgeon and that takes a high level of intelligence to become so think before you speak .,0
5638,I was sure that they were lying about the numbers and it 's must be the same in every country IMO .,0
5159,The yellow ribbon says it all !,0
4359,LMWAO!You were letting them fish in your pockets ?,0
10615,We should be able to have guns in the UK most of the criminals have them so why not we need to protect ourselfs as well !,0
3555,YouTube - MACEDONIAN FANS IN CROATIA And this : YouTube - Izlezi momce MACEDONIA VS GREAT BRITAIN 23.08.2010,0
7655,That 's your real religion and you worship that false god above everything else every day .,1
1598,My Father taught me to shoot when I was 12 years old .,0
10556,I do n't know who to support anymore ................,0
1701,maybe they 're so far into lies that it 's hard for them to comprehend the truth as it may be coming to them too much .,0
8676,This does n't make her not want to go outside and play .,0
7205,"Ok here 's mine , not a very good picture of me but it 's the only one i have at the moment .",0
4597,It was great to see some new faces come out to one of our recent events and we are looking forward to seeing everyone that has been consistently coming to our weekly meets and those who are going to be coming out for the first time .,0
2526,And so friendly too .,0
7265,"Yes, I edited out your personal info , as you should only give that out to those who can be trusted .",0
6429,I think its a bad thing to do and possibly harmful to the baby but I do n't think anyone besides the mother and the father of the baby should have a say so in if she quits or not .,0
68,Also notice that the Nig giving the running commentary said nothing about the ' White boy ' a term the Yard Ape will never fail to use when given the chance !,1
1168,Our government has been in the practice of tearing down the white race to raise the non white minority races by forcing diversity and multiculturalism down white people 's throats .,0
48,Damn early euro fur traders could n't keep their hide pants on .,0
1053,Love how the ape loses so starts going on about how he 's going to shoot him .,1
84,I went back a cpl years ago and the black vermin were everywhere .,1
3149,And anyone who reads it is asked to bump it into view ( by simply commenting ) for the many others who need know .,0
880,Thanks .,0
2651,The stores I went to had the non night sights model for $ 775 to $ 860 I paid $ 700 for the night sight model new because they had a sale on sigs .,0
5360,I never attacked you and i am not your son plus i dont care what you done.P M if you have a problem,0
2439,Online classes ?,0
9667,I have to go to work now .,0
9014,Let 's hear it again this morning .,0
